"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Weiterleitungs-URL","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Die einzelnen Bestandteile der Gesamtveranstaltung (online-Lektionen, Mentoriate, HGF-Vorlesungen) ergänzen sich.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Das eigenverantwortliche Lernen wird durch das Gesamtkonzept gefördert.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Ich hätte die Dozenten gerne häufiger in der Aula erlebt.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Die Mentoren konnten uns bei der Klärung von inhaltlichen Fragen angemessen unterstützen.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Die Unterstützung durch die Mentoren als Tandem war vorteilhaft.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Die Mentoren konnten mich bei Fragen in Bezug auf das Studium unterstützen.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Der Lerngewinn der Veranstaltung war sehr hoch.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Die Einführung der Mentoren in den Umgang mit wissenschaftlichen Texten war für mich sehr hilfreich.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Die kritische Auseinandersetzung und Reflexion wurde durch das Gesamtkonzept begünstigt.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Ohne Klausur hätte ich mich mit den Inhalten der Veranstaltung genauso intensiv auseinandergesetzt.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Die Gesamtveranstaltung hat mein Interesse an erziehungswissenschaftlichen Fragen geweckt.]","Die nachstehenden Aussagen beziehen sich auf Die Veranstaltung »Erziehungswissenschaftliche Grundfragen pädagogischen Denkens und Handelns«. Bitte antworten Sie nach Ihrem ersten Eindruck. [Mit der Organisation der Gesamtveranstaltung war ich jederzeit zufrieden.]","Die folgenden Aussagen beziehen sich auf Ihr eigenes Lernen. [Der Zeitaufwand für die Vorbereitung im Vergleich zu anderen Fächern war angemessen.]","Die folgenden Aussagen beziehen sich auf Ihr eigenes Lernen. [Ich hatte genug Zeit, um mich mithilfe der online-Lektionen und der Texte vorzubereiten.]","Die folgenden Aussagen beziehen sich auf Ihr eigenes Lernen. [Ich hätte gerne mehr Zeit gehabt, um mich mit den Themen zu beschäftigen.]","Die folgenden Aussagen beziehen sich auf Ihr eigenes Lernen. [Ich stelle oft Dinge in Frage, die ich in Vorlesungen höre oder in Büchern lese.]","Die folgenden Aussagen beziehen sich auf Ihr eigenes Lernen. [Dinge, die ich in dieser Lehrveranstaltung höre oder lese, hinterfrage ich, um entscheiden zu können, ob ich sie überzeugend finde.]","Die folgenden Aussagen beziehen sich auf die Web-App. [Ich konnte die Web-App problemlos bedienen.]","Die folgenden Aussagen beziehen sich auf die Web-App. [Die Web-App ist sehr übersichtlich gestaltet.]","Die folgenden Aussagen beziehen sich auf die Web-App. [Durch die Web-App war ich immer sehr gut informiert.]","Die folgenden Aussagen beziehen sich auf die Web-App. [Die Notizfunktion war völlig überflüssig.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Die online-Lektionen zusammen mit den Plenumsveranstaltungen und Mentoriaten bevorzuge ich im Vergleich zu einer herkömmlichen Präsenz-Vorlesung mit ca. 300–400 Studierenden.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Die Verfügbarkeit des Online-Formats kommt mir entgegen.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Die Dauer der Online-Vorlesungen ist sehr angemessen.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Verglichen mit 90 minütigen Präsenzvorlesungen habe ich in den kürzeren online-Lektionen mehr gelernt.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Beim Abspielen der online-Lektionen hatte ich immer wieder Probleme.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Wenn ja, konnten diese Probleme mit Unterstützung durch die Veranstalter schnell gelöst werden.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Die ca. 30 minütigen online-Lektionen stellen für mich im Vergleich zu 90 minütigen Präsenzvorlesungen eine Zeitersparnis dar.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Die Unabhängigkeit von festen Vorlesungsterminen kam mir sehr entgegen.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Die Möglichkeit des Zurückspulens, Anhaltens und Wiederholen stellt für mich einen erheblichen Vorteil dar.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Die Abhängigkeit vom Internet war für mich ein großer Nachteil.]","Die nachfolgenden Aussagen beziehen sich auf die online-Lektionen. [Dass die Vorlesungen von vier Dozenten gehalten wurden (und nicht von einem) ist sinnvoll.]","Die Gestaltung der Videos finde ich sehr gelungen. [Sozialgeschichte der Erziehung und Bildung]","Die Gestaltung der Videos finde ich sehr gelungen. [Ideen- und Personengeschichte der Pädagogik (Rainer Bolle: Rousseau)]","Die Gestaltung der Videos finde ich sehr gelungen. [Ideen- und Personengeschichte der Pädagogik (Gabriele Weigand: Pestalozzi & Humboldt)]","Die Gestaltung der Videos finde ich sehr gelungen. [Erziehung und Schule]","Die Gestaltung der Videos finde ich sehr gelungen. [Bildung – Glück – Gerechtigkeit]","Die online-Lektionen haben mir einen Einblick in erziehungswissenschaftliche Grundfragen gegeben. [Sozialgeschichte der Erziehung und Bildung]","Die online-Lektionen haben mir einen Einblick in erziehungswissenschaftliche Grundfragen gegeben. [Ideen- und Personengeschichte der Pädagogik (Rainer Bolle: Rousseau)]","Die online-Lektionen haben mir einen Einblick in erziehungswissenschaftliche Grundfragen gegeben. [Ideen- und Personengeschichte der Pädagogik (Gabriele Weigand: Pestalozzi & Humboldt)]","Die online-Lektionen haben mir einen Einblick in erziehungswissenschaftliche Grundfragen gegeben. [Erziehung und Schule]","Die online-Lektionen haben mir einen Einblick in erziehungswissenschaftliche Grundfragen gegeben. [Bildung – Glück – Gerechtigkeit]","Die Inhalte der online-Lektionen waren vom Schwierigkeitsgrad her zu anspruchsvoll. [Sozialgeschichte der Erziehung und Bildung]","Die Inhalte der online-Lektionen waren vom Schwierigkeitsgrad her zu anspruchsvoll. [Ideen- und Personengeschichte der Pädagogik (Rainer Bolle: Rousseau)]","Die Inhalte der online-Lektionen waren vom Schwierigkeitsgrad her zu anspruchsvoll. [Ideen- und Personengeschichte der Pädagogik (Gabriele Weigand: Pestalozzi & Humboldt)]","Die Inhalte der online-Lektionen waren vom Schwierigkeitsgrad her zu anspruchsvoll. [Erziehung und Schule]","Die Inhalte der online-Lektionen waren vom Schwierigkeitsgrad her zu anspruchsvoll. [Bildung – Glück – Gerechtigkeit]","Die online-Lektionen waren gut strukturiert. [Sozialgeschichte der Erziehung und Bildung]","Die online-Lektionen waren gut strukturiert. [Ideen- und Personengeschichte der Pädagogik (Rainer Bolle: Rousseau)]","Die online-Lektionen waren gut strukturiert. [Ideen- und Personengeschichte der Pädagogik (Gabriele Weigand: Pestalozzi & Humboldt)]","Die online-Lektionen waren gut strukturiert. [Erziehung und Schule]","Die online-Lektionen waren gut strukturiert. [Bildung – Glück – Gerechtigkeit]","Die online-Lektionen war vom Umfang her angemessen. [Sozialgeschichte der Erziehung und Bildung]","Die online-Lektionen war vom Umfang her angemessen. [Ideen- und Personengeschichte der Pädagogik (Rainer Bolle: Rousseau)]","Die online-Lektionen war vom Umfang her angemessen. [Ideen- und Personengeschichte der Pädagogik (Gabriele Weigand: Pestalozzi & Humboldt)]","Die online-Lektionen war vom Umfang her angemessen. [Erziehung und Schule]","Die online-Lektionen war vom Umfang her angemessen. [Bildung – Glück – Gerechtigkeit]","Die nachfolgenden Aussagen beziehen sich auf die Mentoriate. [Die methodische Vorgehensweise im Mentoriat war immer klar und transparent.]","Die nachfolgenden Aussagen beziehen sich auf die Mentoriate. [Durch die verschiedenen Arbeitsweisen und Themenschwerpunkte in den anderen Mentoriaten war ich verunsichert.]","Die nachfolgenden Aussagen beziehen sich auf die Mentoriate. [Die methodische Vielfalt in den Mentoriaten hat mir die Bearbeitung der Inhalte wesentlich erleichtert.]","Die nachfolgenden Aussagen beziehen sich auf die Mentoriate. [Ich würde gerne selbst Mentorin bzw. Mentor werden.]","Die nachfolgenden Aussagen beziehen sich auf die Plenumsveranstaltungen. [Die ""Häufig gestellten Fragen""-Vorlesungen waren hilfreich, um offene Fragen zu klären.]","Die nachfolgenden Aussagen beziehen sich auf die Plenumsveranstaltungen. [Die ""Häufig gestellten Fragen""-Vorlesungen waren überflüssig, da ich keine offenen Fragen hatte.]","Die nachfolgenden Aussagen beziehen sich auf die Plenumsveranstaltungen. [Ich habe alle meine offenen Fragen an die Mentoren weitergegeben.]","Wie verständlich fanden Sie die Texte? [Timo Hoyer (2005): Ethik und Moralerziehung]","Wie verständlich fanden Sie die Texte? [Oskar Negt (1997): Vom Kindheitsmythos zur Lebenswelt der Kinder]","Wie verständlich fanden Sie die Texte? [Heinz-Elmar Tenorth (1988): Geschichte der Erziehung]","Wie verständlich fanden Sie die Texte? [Auszug aus »Émile« (1762) und »Julie« (1761)]","Wie verständlich fanden Sie die Texte? [Auszug aus dem »Stanser Brief« (1807)]","Wie verständlich fanden Sie die Texte? [Auszug aus dem »Königsberger« und dem »Litauischer Schulplan« (1809)]","Wie verständlich fanden Sie die Texte? [Franz Kafka (1919): Brief an den Vater]","Wie verständlich fanden Sie die Texte? [Richard von Weizsäcker (1993): Ansprache bei der Eröffnungsveranstaltung der Tagung der Bundesarbeitsgemeinschaft Hilfe für Behinderte]","Wie verständlich fanden Sie die Texte? [Konrad Paul Liessmann (2006): Theorie der Unbildung]","Wie verständlich fanden Sie die Texte? [Timo Hoyer (2011): Glück soll lernbar sein? Ist es aber nicht!]","Wie verständlich fanden Sie die Texte? [Krassimir Stojanov (2011): Bildungsgerechtigkeit]","Aussagen in Bezug auf den Umgang mit den Texten. [Widersprüche zwischen den Texten und den online-Lektionen haben mich sehr irritiert.]","Aussagen in Bezug auf den Umgang mit den Texten. [Durch die Textarbeit hat sich mein Verständnis von erziehungswissenschaftlichen Fragen erweitert.]","Wie groß war die wöchentliche Vorbereitungzeit bzgl. der Texte?","Gesamtzeit","Gruppenzeit: Gesamtkonzeption","Fragenzeit: G1Q00001","Gruppenzeit: Selbststudium","Fragenzeit: G2Q00001","Gruppenzeit: Web-App","Fragenzeit: G3Q00001","Gruppenzeit: Online-Lektionen","Fragenzeit: G4Q00001","Fragenzeit: G4Q00002","Fragenzeit: G4Q00003","Fragenzeit: G4Q00004","Fragenzeit: G4Q00005","Fragenzeit: G4Q00006","Gruppenzeit: Mentoriate","Fragenzeit: G5Q00001","Gruppenzeit: Plenumsveranstaltungen","Fragenzeit: G6Q00001","Gruppenzeit: Texte","Fragenzeit: G7Q00001","Fragenzeit: G7Q00002","Fragenzeit: G7Q00003"
"52","","","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=b3NidXJnbGlsbHlrYQ==","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"53","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=ZWZsZXJhbGluYWth","6","6","1","6","6","6","6","3","6","1","5","4","2","3","5","1","5","6","6","5","5","4","5","5","3","1","","4","6","6","1","6","5","2","5","5","5","5","3","5","5","5","3","5","3","3","3","5","3","5","5","5","5","3","5","5","5","5","2","2","2","2","6","6","A5","A5","A5","A5","A5","A5","A3","A3","A3","A3","A3","A4","A4","2","772.15","121.35","","91.48","","39.95","","269.94","","","","","","","48.97","","33.03","","167.43","","",""
"54","","3","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=YmFjaGVybGFyaXNrYQ==","5","5","4","","","","6","","6","5","5","5","3","4","4","4","3","6","6","6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.75","122.47","","52.87","","18.54","","7.87","","","","","","","","","","","","","",""
"55","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=YXJub2xkbGlzYWth","5","5","6","3","5","6","3","2","4","1","4","2","2","3","6","4","3","6","6","6","6","1","5","6","6","1","","1","5","6","1","4","4","1","5","6","6","6","6","6","6","6","4","4","3","2","2","6","3","5","6","6","4","4","5","6","6","2","5","1","3","1","6","6","A6","A5","A5","A5","A5","A5","A2","A2","A2","A2","A2","A5","A5","3","598.88","106.02","","49.59","","21.34","","246.05","","","","","","","82.8","","26.62","","66.46","","",""
"56","","1","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=aGltcGxlcmxpc2FrYQ==","2","2","5","4","3","4","2","2","3","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.02","108.02","","","","","","","","","","","","","","","","","","","",""
"57","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=ZnVocm1hbm5qdWRpdGth","6","4","4","5","6","5","4","6","6","3","3","4","3","3","4","4","3","5","6","6","1","4","4","3","3","1","","1","6","6","1","5","6","6","6","6","6","6","6","6","6","6","3","3","2","1","2","6","6","6","6","6","5","4","6","6","6","6","1","6","2","6","1","3","A4","A3","A3","A2","A3","A2","A2","A1","A4","A2","A2","A2","A5","4","729.46","138.5","","44.76","","22.96","","173.9","","","","","","","23.53","","13.7","","312.11","","",""
"58","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=ZWNodG1hbm5sYXJha2E=","3","2","5","4","5","4","3","1","2","","5","3","2","3","6","5","4","6","6","5","6","2","4","4","2","5","4","2","4","4","2","4","5","6","6","6","5","5","5","5","6","6","2","3","2","1","1","5","4","5","6","6","2","5","5","6","6","5","2","5","2","3","5","5","A5","A5","A5","A2","A2","A2","A1","A1","A2","A2","A1","A4","A5","2","390.36","75.86","","29.31","","18.64","","156.98","","","","","","","23.55","","21.89","","64.13","","",""
"59","","","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=ZmlzY2hlcmxhdXJha2E=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"60","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=ZmlzY2hlcmxhdXJha2E=","5","5","1","6","5","6","3","1","4","2","2","5","2","4","3","2","4","6","6","5","6","2","2","3","2","1","","1","2","6","1","","5","5","5","5","3","6","6","6","6","6","2","2","2","2","2","5","5","5","5","5","4","4","4","6","6","5","1","3","","","6","","A3","A5","A4","A2","A1","A1","A1","A1","A5","A3","A3","A4","A4","2","587.66","74.56","","40.29","","19.42","","130","","","","","","","34.4","","25.18","","263.81","","",""
"61","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=c2NoYWV1Ymxjb3Jpbmth","5","5","6","6","6","6","4","3","4","1","5","4","2","3","4","4","4","6","6","5","4","5","5","4","4","1","","1","2","6","1","6","5","5","5","5","5","5","4","5","5","5","6","6","5","4","5","6","2","4","5","5","5","2","5","5","6","6","2","5","","5","1","","A6","A6","A6","A3","A3","A3","A1","A1","A5","","","A4","A3","2","423.21","104.31","","29.08","","15.29","","171.65","","","","","","","32.77","","17.24","","52.87","","",""
"62","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=cmVpbWVyYW5kcmVrYQ==","5","6","2","5","6","4","5","2","4","5","4","5","2","5","4","4","4","6","6","5","6","5","5","4","6","1","","1","5","6","1","5","6","6","5","4","5","6","6","5","","5","1","1","3","3","4","6","6","4","4","4","6","5","4","4","6","5","1","5","5","4","2","5","A5","A5","A4","A2","A3","A4","A1","","A5","A4","","A2","A4","2","1245.35","223.84","","95.38","","39.5","","455.51","","","","","","","42.13","","46.71","","342.28","","",""
"63","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=b2Noc3JlZ2lua2E=","5","5","6","6","4","5","3","4","3","3","3","2","1","2","6","3","3","5","6","6","5","1","1","1","2","4","4","2","2","2","3","2","4","4","4","4","4","6","4","4","5","5","4","5","5","4","5","5","5","5","5","5","1","2","2","3","3","5","2","4","2","3","4","4","A4","A4","A4","A3","A3","A3","A1","A1","A5","A5","A5","A6","A2","4","433.01","109.65","","32.01","","21.42","","135.61","","","","","","","23.94","","17.03","","93.35","","",""
"64","","3","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=aHVyc3RzYWJyaWth","5","5","2","6","6","6","4","2","5","3","4","5","5","5","4","2","3","6","6","6","6","5","6","4","5","1","","2","6","6","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","609.89","162.45","","55.9","","16.29","","375.25","","","","","","","","","","","","","",""
"65","1980-01-01 00:00:00","7","de","","5","6","6","5","5","6","6","5","5","6","5","4","4","4","2","2","4","6","6","6","6","5","4","5","6","6","","5","6","6","1","5","6","4","5","5","6","6","4","5","5","5","2","5","5","3","3","6","4","5","6","6","6","4","5","5","5","5","5","5","2","3","4","","A1","A3","A3","A2","A1","A1","A3","A1","","","","A6","A4","2","573.02","104.75","","33.8","","24","","215.24","","","","","","","30.61","","21.27","","143.35","","",""
"66","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=dmlldGhkb21pbmth","5","5","4","4","5","5","5","5","5","5","6","4","4","4","6","4","5","6","6","6","4","6","6","6","6","1","","6","6","6","2","5","6","6","6","6","6","6","6","6","6","6","1","2","2","1","1","6","6","6","6","6","6","6","6","6","6","4","2","6","6","6","2","4","A3","A3","A3","A1","A2","A2","A1","A3","A3","A2","A3","A4","A5","2","963.01","175.56","","50.15","","22.87","","405.07","","","","","","","123.71","","25.85","","159.8","","",""
"67","","","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=a3VlaG5hbGV4YWth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"68","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=bWVsdWVobmF0aGFrYQ==","6","5","6","4","4","4","3","2","2","3","4","3","2","3","4","2","3","6","6","5","6","4","4","2","3","1","","1","2","5","1","4","","","","","","5","5","5","5","5","4","4","4","1","1","5","5","5","5","5","2","2","2","5","5","6","2","6","5","3","2","5","A4","A4","A4","A3","A3","A3","","","A4","","","A5","A4","1","510.05","93.56","","37.55","","16.98","","185","","","","","","","41.32","","18.95","","116.69","","",""
"69","","","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=YmVja2VydG1hcmVpa2E=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"70","","3","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=Z2VyaGFyZGZyYW56a2E=","5","6","5","6","6","6","5","5","6","3","5","5","3","4","4","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3333.08","3189.76","","134.58","","8.74","","","","","","","","","","","","","","","",""
"71","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=aGVpbG1hbm5hbm5rYQ==","5","6","2","6","6","6","5","5","5","5","4","5","3","4","4","4","6","5","5","5","5","5","6","5","5","2","4","3","6","6","","","6","5","2","5","5","5","5","5","5","5","2","2","2","2","2","","","","","","4","4","5","4","5","6","2","5","4","","4","2","A5","A3","A4","A1","A3","A3","A3","A1","A3","A3","A3","A2","A5","2","786.87","147.79","","81.45","","35.27","","275.87","","","","","","","69.05","","30.34","","147.1","","",""
"72","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=bG9laHJlcm5hdGhha2E=","6","4","6","6","6","6","4","4","5","6","5","4","3","4","4","4","5","6","6","5","6","3","4","6","3","1","","1","3","3","1","4","6","5","5","6","6","5","5","5","5","5","3","3","3","3","3","5","5","5","5","5","5","5","5","5","5","5","1","6","5","6","2","4","A5","A2","A4","A2","A2","A2","A2","A3","A2","A3","A3","A3","A3","","958.81","171.82","","67.52","","23.18","","333.16","","","","","","","46.23","","36.78","","280.12","","",""
"73","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=c3BhZXRoZmFiaWFrYQ==","4","3","1","6","6","5","4","5","4","2","2","4","2","5","2","2","2","5","5","6","6","4","4","3","2","1","","1","4","6","1","4","5","3","5","2","6","5","5","5","5","5","4","4","4","4","4","5","5","5","4","5","4","5","5","4","5","6","1","4","1","4","4","5","A4","A4","A4","A3","A3","A3","A3","A2","A2","A3","A4","A2","A4","2","470.61","96.69","","44.57","","25.03","","168.61","","","","","","","24.33","","26.84","","84.54","","",""
"74","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=ZnJpdHNjaGphc29ua2E=","6","5","3","6","6","6","5","4","","4","5","5","3","5","4","1","4","6","6","6","5","6","6","6","5","1","","6","6","6","1","3","6","5","5","6","","6","6","6","6","6","4","2","2","3","4","5","5","5","5","5","5","5","5","5","5","6","2","4","","4","4","4","A3","A4","A3","A3","A4","A3","","A4","","","","","A5","2","1338.82","552.8","","236.68","","142.53","","225.03","","","","","","","41.45","","51.03","","89.3","","",""
"75","1980-01-01 00:00:00","7","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=aHVyc3RzYWJyaWth","5","5","2","6","6","6","5","1","4","2","2","5","5","5","4","2","2","6","6","6","6","5","6","6","5","1","","4","6","6","2","5","6","3","6","6","6","6","6","6","6","6","4","1","1","1","4","6","6","6","6","6","6","6","6","6","6","6","4","6","2","","","","A4","A5","A4","A2","A4","A2","A1","A1","","","","A4","A5","2","547.08","77.08","","18.46","","11.3","","226.33","","","","","","","26.6","","18.19","","169.12","","",""
"76","","1","de","https://etpm-dev.ph-karlsruhe.de/survey/index.php/951135/lang-de?uid=YW1zamVhbmlrYQ==","4","4","6","3","3","4","4","3","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191.51","191.51","","","","","","","","","","","","","","","","","","","",""
